review ID,review name,reviewer's name,reviewer's profile,review rating,review date,review text,verified purchase,vine customer review of free product,images,image 1
RU92IA3KKIQ4E," Worked wonders for my son!",Emma,https://www.amazon.com/gp/profile/amzn1.account.AEYRIOIUY66XLGE7RMJPFBO2HWAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"August 11, 2019",My son is a year old and has had this horrible dry patch on the side of his arms for many months. It never fully healed because he kept scrachting it. I tried so many remedies and ran into this healing ointment. It stopped his from scratching it and which allowed it to clear up after a week. I’m so glad I tried this oitment!,true,false,,
R234KW0P8CQ8MK," I love this stuff!",Valerie,https://www.amazon.com/gp/profile/amzn1.account.AGWR5M6E6H3W2GZ4NU5MLK3LK6BQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"September 6, 2020","I got this today for my son. We were having trouble finding a product that actually kept his skin moisturized so his eczema wouldn’t flair. The first time putting it on, and I immediately loved it! It smells like chocolate! And it actually calmed his skin down and didn’t just soak in right away and is gone like other products. It actually made his skin softer. Since he has eczema, it’s important to find a product that creates a barrier to protect his skin as well as moisturizing, and this definitely does! I feel like if your baby has eczema or just super dry skin, you should give this a try. It might not work for every baby since their skin is just as unique as the baby, but it’s certainly worth a try!",true,false,,
R1GX8C3V4DO2YI," Miracle ointment!",Sam W.,https://www.amazon.com/gp/profile/amzn1.account.AFV6D7HDWO5FTJRYMU7ALAXD5JSQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 12, 2020","This stuff is amazing! Our little guy had been getting terrible drool rash from teething. A little on his neck goes a long way and cleared it up quickly. At this point, we use it on the area as a preventive measure. It’s also great for winter/dry air on sensitive red cheeks. We’ll keep this stuff around forever!",true,false,,
RSMW2X78FZE0H," AMAZING!!!",AMH,https://www.amazon.com/gp/profile/amzn1.account.AGTKIHM2QKNRUVRVWVN6INSMW24A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 27, 2018","This ointment is amazing!! My 3 1/2 month old has had this rash on his neck, in the crease of his skin, for a little bit now. The pedi gave us a little sample of Aveeno eczema cream, which I’ve been applying, but there has been no change. I put this ointment on yesterday after his bath and this morning it’s practically gone. A little punk still, but NOTHING like before. I also used a little on my nose last night, since it’s raw from blowing it so much. No more redness or soreness! It’s only been one day, but so far this stuff is amazing.... and a little goes a very long way! Very, very happy!",true,false,,
R2KPWJ0ECE2NMO," Not for every baby.",Dashan johnson,https://www.amazon.com/gp/profile/amzn1.account.AEESMIRZL54D22MSYRWAXAWTFMCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2,"December 7, 2020","I wish it worked for my 2 month old but it didn't. Yes it did have her face moisturized while it was on but unfortunately it made her skin worse than what it was before using it. I only used it on her for about 12 hours, and within those hours her skin swelled up and she developed hives where it was applied. The scent of the balm is exactly the smell of Palmer's Cocoa Butter Formula Daily Skin Therapy Solid Formula Jar. Once I rinsed it off a 3-4 hours passed her swelling went down and good amount of the hives went away. I will look for another item to help with her dry skin spots or eczema. I am not saying it doesn't work at all but beware it may or may not work for your child.",true,false,,
R3IZML0K2V0MUS," Try it right now",Tobias Anheluk,https://www.amazon.com/gp/profile/amzn1.account.AHBNG6F5SHXIMZJ46WL5HDWDLGOA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 18, 2017","Like all the other reviews, I agree that I wish I'd tried this sooner. My daughter (20m) has had a rash/hives on her entire back the past two months. It started off not that bad. I asked the pediatrician about it after 3 weeks & she thought it was something irritating her. We've ruled out everything we could think of. As winter went on it got worse - it'd be a bit better when I lotioned it throughout the day. One day she woke up & it had become pimple-like white heads all over. That's when I tried this. I applied three times a day and within three days it was drastically better. Now I'm on day 4 & applying only twice a day to the small spots left. In four days it went from her entire back to just a small spot on each shoulder - the rest of her back is perfectly clear; best it's been in months!",true,false,,
R3H8DKUEGWA469," The Best",Cynthia,https://www.amazon.com/gp/profile/amzn1.account.AE6OWA7YQF4UQUFWTUK6BGBIFNZQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"April 3, 2017","The smell takes in getting used to, but I love it! It's super thick and sticky. You need to warm it in your hands but I love it. It really does work on everything. From head to toes! Cradle cap, dry skin/patches, lotion, rashes, everything. When I put it on a red spot on her the redspot goes away by the next diaper change. I even use it as a lubricant to give her baby massages. Highly recommend! Also my husband who is a chemical engineer is super picky on our products we use on our baby and he confirms the ingredients are the best we have found for a natural lotion.",true,false,,
R3I78T0YS8CU6," Works great, smells not so great!",Meaghan,https://www.amazon.com/gp/profile/amzn1.account.AEOY3EUPAHI6S4LCP4NK6QU4XRHQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 19, 2020","This stuff is magic! Great for babies with extremely sensitive skin with eczema-ish rash.

Everything about it is great besides the scent; It says unscented, however, the scent of cocoa butter is incredibly strong, so your baby will smell like a chocolate bar.
(But it works so well that we will deal with that!)",true,false,,
R34AO4H1ZHLK4F," We almost turn to our last resort (hydrocortisone) before giving this product a chance",Nayely,https://www.amazon.com/gp/profile/amzn1.account.AGGTSPT7UDLU7LXR3BPJMACT2SNA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"July 2, 2019","I am eternally grateful for this ointment, it has made such a big impact in our lives! We purchased Tremotyx and Aveeno Eczema treatments in order to avoid using a steroid and we saw some progress but on good days and then there were the bad days, where his sides would flare up. We started using the healing ointment and saw consistent progress... it is a night and day, the Eczema is fading and he is not scratching because the itching is subsiding! We were more concern with discomfort he was experiencing, not so much the cosmetics... our doctor prescribed Hydrocortisone but we were scared after reading the side affects and are very happy we found an alternative natural and organic solution. I would also like to thank all the parents that provided their feedback and images, as this was what motivated us to continue to try different products until we found what worked for our son.",true,false,"https://images-na.ssl-images-amazon.com/images/I/613GA3fnF7L.jpg
https://images-na.ssl-images-amazon.com/images/I/61ne-FSXeML.jpg
https://images-na.ssl-images-amazon.com/images/I/71N4SVt7WFL.jpg
https://images-na.ssl-images-amazon.com/images/I/71llnxLUs3L.jpg",https://images-na.ssl-images-amazon.com/images/I/613GA3fnF7L.jpg
RDSPBTUQZ7ED9," Great ointment for kids and adults alike...",Alexismd,https://www.amazon.com/gp/profile/amzn1.account.AFZKTY5CZ3TA6GYYJ7YTLZRFGGEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 2, 2018","I really love this healing balm. I started using it because with all the rubbing my child has been doing with her nose from her sleeve to her face, her poor cheeks has gotten red and dry. After cleaning her face and applying this, I noticed a great improvement. I've also applied it to her (and my own) dry lips. There's no strong smell and I think is actually a bit fruity - but again - nothing overpowering or strong. Lasts long and a little bit goes a long way. Definitely recommend.",true,false,,
R2VYCGIDD0I95B," Why price change? I loved this so much.",Harley,https://www.amazon.com/gp/profile/amzn1.account.AENQA3XXX5EABLOQOUSHITIYZ76Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,3,"January 10, 2021","This balm is amazing. I am extremely pleased with how well this has worked for my baby. I've spent close to 100 dollars in creams, ointments etc for her severe eczema in the past 2 weeks and so far this has been the best one I've used yet. However, it doesn't last long. It's a pretty small container. I've only had it for 3 days and I've about used it all. The reason I have only given 3 stars is because of the price. I purchased this for 14.50 3 days ago and thought it was pretty pricey but worth it for the reviews. The fact that it is now 20.00 I can not continue to buy this product 3 times a week. I will be looking for something else for my baby. Hope the price goes back down or they make larger tubs.",true,false,https://images-na.ssl-images-amazon.com/images/I/A1oCNbdPJjL.jpg,https://images-na.ssl-images-amazon.com/images/I/A1oCNbdPJjL.jpg
R3FZAZWI66ZX1C," BUY!",Ana,https://www.amazon.com/gp/profile/amzn1.account.AF4U5WI6FXYX4CMFHMDHJTMARKJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"September 27, 2020","This is WONDERS! Buy buy buy. By LO had a couple of normal baby skin conditions, this didn’t make it go away but it help it heal faster! However LO has lots of rashes! Neck, armpit, legs, just all over fat rolls. I put this on after each bath and BOOOMM is gone! Ugh I love this so much 😍 all before and after pictures of the reviews are TRUE!",true,false,,
RP6ELIT3RS1NW," It's not gone but its so much better than it has been",Melissa,https://www.amazon.com/gp/profile/amzn1.account.AEEXGYBFDC5JK2SKV32WGPRAZRJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 11, 2017","I just got this yesterday. For the past 3 weeks, my 2 month old has had this rash all over her legs which spread to her arms, stomach, and a little on her face. I've been trying to take out anything I can think of that could be causing it but I haven't had any luck. I put the healing balm on her legs after her bath and when she got up this morning the rash had improved so much! It's not gone but its so much better than it has been. So, i lathered her up with it before I left for work. I am so happy that I finally found something that could help her!!",true,false,,
R215PP68XA4X95," Really works",lynn,https://www.amazon.com/gp/profile/amzn1.account.AGSFZXTY6MW7ZUGARD6YFJSE6O3Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 14, 2019","I used this for my scalp and dry spots on my face especially around my nose and up into my scalp. It worked right away and was not greasy at all. I would recommend this to everyone who
has dry,flakey skin.",true,false,,
R2Y80EVWLUBUXE," Works well for what we need",SH,https://www.amazon.com/gp/profile/amzn1.account.AE4FZ3SWLIV5WHT6BATV6Z2HBH2Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"January 16, 2017","We use quite a few products for our baby and I like that this one doesn't smell too strange (or strong) and it seems to work well to help skin heal up. It's not the best barrier product for major skin issues (like zinc oxide or dimethicone) but it's a nice alternative to using those products all the time and helps her skin heal up. Our baby has really sensitive skin and this doesn't seem to affect her negatively. I would buy more of this and it doesn't seem like a large jar, but a little bit goes a long way.",true,false,,
R173E3GGJ4KBJT," Baby acne gone",JUDITH D,https://www.amazon.com/gp/profile/amzn1.account.AHCS6LCYFLBVJJOFPT46UTPFZ5FQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 5, 2019","I love it. My newborn baby girl had baby acne all over her face. The doctor told me not to do anything that it will go away by itself but a month passed and nothing; I knew it didn’t bothered her but it did to me, to watch her beautiful face cover in that so I bought this and at the 3rd day there was a huge difference. I kept using it like 3 times a week and I won’t say that it completely disappeared her baby acne but is barely noticeable.",true,false,"https://images-na.ssl-images-amazon.com/images/I/61h8AF5BptL.jpg
https://images-na.ssl-images-amazon.com/images/I/61tuwAUqZPL.jpg",https://images-na.ssl-images-amazon.com/images/I/61h8AF5BptL.jpg
R3HKFZJKKIO21V," Cleared out sons skin in 2 days!",Carina Martinez,https://www.amazon.com/gp/profile/amzn1.account.AGLLJ755JW7BKYTTIKXBUAX5DXJQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"July 6, 2020","My baby was suffering a lot from baby acne and super dry skin, I came upon this product and I’m glad I did! This ointment cleared up my baby’s skin and face in 2 days! I applied it mostly at night since It is a little oily but that worked out great for us. It smells pretty good too, I feel like it smells like Cocoa butter.",true,false,,
R1PKBAKPPVBR3T," Works fast on eczema and cradle cap within a few days",Alessandra Witte,https://www.amazon.com/gp/profile/amzn1.account.AHLPDK6MCOJALHV3CYGDFAHXIWWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 19, 2019","My 4 month old was showing signs of eczema on her elbows, very dry rough patches on her stomach and chest, cradle cap and some scaly skin on her cheeks. I’ve been using this product for 8 days straight, twice a day and applying it with the frida cradle cap brush.. it has worked wonders! She finally has baby soft skin!",true,false,,
RFNA3SYN7801X," Miracle for Winter Dry Skin",Nicole Tamillo,https://www.amazon.com/gp/profile/amzn1.account.AHFWFGKOOYXH5VVUQDW7HWA3G6SQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 17, 2018","Last winter I got dry skin around my mouth, rash, red bumps. I tried EVERYTHING to get rid of it, but it didn't go away until the weather started warming up. It happened again this winter. I tried even more dry skin/rash remedies and moisturizers and still NOTHING made it go away. Until I found this gem!! In about a week my skin was back to normal! I wish I would've taken a before and after picture, but I had little hope it would work. Boy, was I wrong.
Just like the other reviews said, the product is very thick. I'd wash my face at night and apply the Healing Balm to the affected area and let it work it's magic overnight.",true,false,,
R2HL0OOKZZC3G5," Great Product",Happy Momma,https://www.amazon.com/gp/profile/amzn1.account.AE47PA4ZYGAHDUX43QZ3SF72DWYQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"December 14, 2017","I have purchased many of the e-raorganics products and have been happy with each of them. This product is no exception. I have skin that sometimes cracks when I have to wash my hands a lot due to sick kids in the house. This has saved my hands. In the past I have made some of my own ointments and lotions. Recently, there has been less time to make my own. This is a great replacement and is every bit as good as what I make on my own. I would purchase again.",true,false,,
RB7KLACJ40UMX," AMAZING AND IT WORKS BETTER THAN ANY PRODUCT ON THE LINE.",New Mommy!!,https://www.amazon.com/gp/profile/amzn1.account.AE6SECF6SPN5LYPUUGXREHBOQY6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"December 22, 2020","As new mother I was so worried about my baby breaking out. I still don’t full know if it was heat bumps, eczema, or a reaction from milk spilling under her bib etc... she also had cradle cap or dry scalp. I tried aquaphor but that didn’t quite to the trick in a timely manner for me. After doing research and watching reviews I decided to try this and hope for it to work. All I can say is that it’s AMAZING, IT WORKS, MY BABYYS SICK CLEARED IN 2 days. I will always continue to order this. Only downside is that the container is really small. I wish it came in a much larger container. Mother’s and fathers ORDER THIS FOR YOUR BABYYY YOU WILL BE AMAZED!!!",true,false,,
R49GQU55UUW5V," This healing balm is amazing!!",Kindle Customer,https://www.amazon.com/gp/profile/amzn1.account.AE2LH4ANKLW7H5LFZIHCSY6M3Z2Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 30, 2017","This healing balm is amazing!!! My 5 month old son has had severe eczema for 3 months and nothing has worked. I have tried everything you can imagine, coconut oil, calendula, aveeno, cetaphyl, steroid creams, aloe, you name it we tried it! I even brought him to dermatologists and pediatricians who could not help. His little body was covered and one side of his face as well. It was horrible. Than i ordered this healing balm and started putting it on his entire body first thing as got out of the tub and within a week he had beautiful clear skin! It cleared his cradle crap as well. This truley is one of the best baby products out there! I just ordered another so that i dont run out. If your baby has skin issues, you wont be sorry you ordered this. It has been a miracle for us and our babies skin.",true,false,,
R3PCICCOFK7KR0," Amazing product",Bekah Swanlund,https://www.amazon.com/gp/profile/amzn1.account.AFDGNWJQU3HX72ZLOJECZ3RFQFFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 12, 2017","I don't often write reviews because I haven't come across many products I feel need recognition. That being said this ointment is amazing. I got it for my 2 year old daughter that has struggled with eczema since birth. I haven't found any creams, lotions or ointments that continually work (even prescribed) until I found this! I put it on her skin and within a couple days her eczema spots cleared up and her diaper rash that she has had for months was gone! We will be keeping this around the house at all times! It's got a very light but natural scent and I feel great knowing exactly what I'm putting on her skin. If your on the fence about this product, or just researching for something for your little one, get it! It's wonderful! Wish I would have taken before and after pictures.",true,false,,
R1QWCE421LAZ5X," Hit or Miss",Rose,https://www.amazon.com/gp/profile/amzn1.account.AGTFNMYXL66OHB3XWVY4SMIQKT3Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,3,"January 20, 2021","I ordered this product because of the reviews I saw. My baby is suffering with rashes and I thought hmm a lot of the before and after looks promising. Unfortunately this was not the case for my baby, it made every thing worst, I had to wash it off my baby immediately. I don’t know if I got a bad batch or maybe this product just doesn’t work with my baby. However the owner of the business was very friendly and email me tips on how to you the product. I always say great customer service goes a long way !!! So 3 stars to that, with any product sometimes it’ll work for you sometimes it wont.",true,false,,
R6EULK0CJ315," Incredible",Dani,https://www.amazon.com/gp/profile/amzn1.account.AFAKI3JQ7LCVSXF762DMBOAGILZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"August 1, 2020","I am obsessed with this diaper rash ointment. I used it on my son's diaper rash and it helped him tremendously. He also didn't mind at all when I was putting it on which indicates to me that the ingredients in it are good. Then a few days later I developed a rash on my chest and decided to try it, and my rash was almost completely gone the next day. I continued to use it and it was AMAZING. I have never had results like that. I will definitely continue buying this product.",true,false,,
R3RP2861B23NHU," Didnt work for my baby’s acne but it did help my dandruff.",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AH37MJHGB7PBNATVEC3QOVPPAWSA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 17, 2020","We tried to use this on our daughter for her baby acne. It made her break out more. Maybe she was just really sensitive.
HOWEVER, I do need to give it 5 stars because I’ve had horrible dandruff and dry scalp for years. I’ve tried many shampoos that did not help. This salve helped heal it really fast. I just rub a little on after my shower and it doesn’t make my hair too oily.
I’m sure there are many other great ways to use this salve as well!",true,false,,
RLZ1BLLDFAV99," Not bad- not great",Bryan & Kesia Niland,https://www.amazon.com/gp/profile/amzn1.account.AETWI3CSFOCNCA2PNHAOY6JSCD5A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,3,"August 31, 2020","Based on the reviews, I guess I was expecting wonder cream. But it hasn’t healed or even helped baby’s eczema to go away.
The scent isn’t bad; definitely a natural cocoa butter smell. Reminds me of belly cream during pregnancy lol.
The cream itself has a good consistency and seems to soothe the irritated area, but has to be reapplied constantly as it doesn’t seem to have “staying power”. For my baby, Aquafor has given better results but I didn’t mind spending some extra dollars to see if something may be better. Just wasn’t what I expected.",true,false,,
R36DDPCX3BI3SD," Effective, but small",H. Deatherage,https://www.amazon.com/gp/profile/amzn1.account.AH7RLBVVAORB3CEEIPBVLRES7RNA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"February 2, 2021","Seems to work well so far. Smells of cocoa butter. I am sure this was mentioned in the description, but I paid $15 for 2 ounces. The jar will fit in the palm of your hand with space to spare. I do think it works better than Aquaphor or Aveeno's eczema lotions, but not sure it's 3x more effective, considering price per ounce",true,false,,
R1PZI35C2E1UYP," Amazing!",Drew McKee,https://www.amazon.com/gp/profile/amzn1.account.AETGOLICGG32YTR2XRNTUWAIXRIA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 11, 2021",I’m not someone who leaves reviews often. Something has to really be good for me to care enough to leave one. This. Stuff. Is. Good. My 1 month old was suffering from severe acne and what appeared to be eczema. She was hurting and would cry out from the discomfort she was experiencing. We started this stuff as soon as it came in and by the 2nd day her skin was showing improvement. We are currently on day 4 and her skin is almost cleared completely. She’s so much happier and has started cooing instead of crying. I wish I could give it 10 stars!,true,false,,
R4SS8TPZ7BB0N," Too expensive for quantity.",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AH3KR6ACW4NJYCEK2WBBYTZZHSJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,3,"November 12, 2020"," Nice smell. Too expensive for the quantity, about as big as a pacifier. I've been using for a week, no luck, rash has gotten more red. Seems like a skin barrier, comparable to desitin different texture though. ☹️😔",true,false,"https://images-na.ssl-images-amazon.com/images/I/71-48ztZ3hL.jpg
https://images-na.ssl-images-amazon.com/images/I/71gWR+nJThL.jpg",https://images-na.ssl-images-amazon.com/images/I/71-48ztZ3hL.jpg
R3EM9Q6J3PXA74," Smells really good!",Cassandra Betancourt,https://www.amazon.com/gp/profile/amzn1.account.AGJPYEW4R4KO4AZF4NUCPNFOFG3Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 24, 2020","This is a great ointment! Not for baby acne though. I am so sad because of all the good reviews! I still have it 5 starts because it deserves it because it’s moisturizing, the scent is great!!! And it worked awesome on the cradle cap he was starting to get! Thank you!",true,false,,
R3BSX40FG1B87," Small but effective",Hockeywife,https://www.amazon.com/gp/profile/amzn1.account.AGB4SVKQIVZOZZXV2CE7JNEB3MXA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"March 17, 2016","I have to be really careful what I use on my lil guy. He has such bad ezcema that even his Peds Dr said it's really bad. A little goes a long way. I don't know why but the fragrance smells sweet, but not annoying. He doesn't cry when I put it on which is such a relief and dries up quickly. Other stuff I've tried is a bit oily and stains his clothes. I haven't seen any significant improvement to his ezcema, but I'm glad it moisturizes. Wish it came in a bigger size to use, but the smaller size fits perfect but in my purse",true,false,,
R166EO928S89QL," Amazing",Amber Kelly,https://www.amazon.com/gp/profile/amzn1.account.AHH6XFJRKONPAMSBMRO2HVXPOQYA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 6, 2021",My son is 3 months old and every lotion I tried broke out his skin even worse than the one before I got this one and have used it every night since Christmas and he’s skin is not red any more and feels not as rough. This stuff is amazing and a little goes a long way’s.,true,false,,
R42QWSZJ0SD9S," So far so good. I will update in a few days",cloud10,https://www.amazon.com/gp/profile/amzn1.account.AGD4TWAIEDWKJK22ONVIDLN7DBLA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"April 8, 2016","So far so good. I will update in a few days, but this product seems amazing. My 10 month old has had eczema pretty much since he was 2 months old and nothing works short of steroids. This seemed to have a calming affect so far on his skin, and didn't make it worse, so we will see. I wanted to give a positive review for the smell and richness of the cream, and also it seems to be a very responsive, great company as I emailed and got a response very quickly. I will be buying the wash if this goes well! Thanks!",true,false,,
R3NHCYISK7PU20," Nice but expensive",Tracy,https://www.amazon.com/gp/profile/amzn1.account.AG7I6M5I7YQF4BMT53DGJCQAUWPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 18, 2020","This has been great for pregnancy stretch marks and itchy belly, and for dry lips. I use a ton of it lol. For cradle cap? Not so much... just makes my daughters hair look like a grease ball. Really nice lotion though. Probably not gonna buy again because it’s really expensive for the size but I’m glad I had it my last month of pregnancy.",true,false,,
R1QSJU6JM5KBZA," Working so far",Lady DD,https://www.amazon.com/gp/profile/amzn1.account.AGYXRISPAVMSL2FHIKIDPKLEEF2A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 12, 2017","My little developed a horrible rash after using a different product and it triggered baby eczema, his face was inflamed and rough with bumps and scaly skin. After 3 days of using this product the redness has dissipated, the bump have smoothed for the most part, and the skin scales have sloughed off. I see his beautiful baby skin peeking through. This product is expensive but if my baby can be comfortable, it's well worth it.",true,false,,
R7N1FX7CA7CSM," Better than stinky, pasty diaper cream",Ann Billo,https://www.amazon.com/gp/profile/amzn1.account.AH4ZJVJATD67I6TW2C4AVJGZF64A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"August 4, 2019","Great natural ingredients, very smooth and easy to apply, effective and wonderful for sensitive baby skin. No yucky diaper cream scent and I trust this to use for any baby skin irritation. I would gladly recommend to even the most ingredient-conscious parents I know. You can use this product on just about any skin irritation for relief and healing.",true,false,,
R24WKKJCP0AC09," This ointment was great for my little guys cradle cap",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AF6DM2CN3EBH4N6LKDRGZ4XHY62Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"February 6, 2017","This ointment was great for my little guys cradle cap. Would rub it on his scalp, let it sit for about 10-15 minutes and then use a cradle cap comb on his head. Gross but very effective at getting all the scaly bits off. Once done brushing just washed with some burt's bees shampoo and he cleared right up. Great stuff.

It is very heavy and gooey but since we were only leaving it on for a short period and then brushing and shampooing off that wasn't a big issue.",true,false,,
R2JBGM5QZDL7X9," Best balm for extreme eczema",Grace K,https://www.amazon.com/gp/profile/amzn1.account.AFNRYXCSRJADVPNCJD2C7ZDET3IA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 3, 2017","This is the absolute best healing balm that I have found for my baby's extreme eczema. His skin is extremely itchy and will crack open and ooze, but this balm helps soothe and calm his skin outbreaks. It smells nice, kind of like a mild cocoa butter but not too strong. The ingredients are top notch natural remedies - perfect for sensitive baby (or adult) skin.",true,false,,
R3BCFN9PPS1XWT," New family favorite!",Kathryn Troendle,https://www.amazon.com/gp/profile/amzn1.account.AHKGTRUYX23VZFYTDKZR5D6DVLLA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"July 27, 2019","I am truly obsessed with this balm and will be buying a bunch more. I’ve used this to help with a variety of our family’s skin concerns, such as eczema prone skin, chafing skin, dry lips, pimples and bumpy arm skin. This balm has helped with all of our issues and leaves the skin feeling soft without feeling too heavy.",true,false,,
R14AM4JOBXSGNS," Used on my 1 month old baby",Sadee,https://www.amazon.com/gp/profile/amzn1.account.AELL4EFRBQG3WNOLQA4IPN5757IQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 28, 2020","My 1 month old was getting these heat rash on his face which made pus,hands and neck.I used this and everything dried up,peeled off.I think it was eczema seen that I suffer from it myself since I was a baby.Anyway it is worth having incase of anything + no steroids perfect.",true,false,,
R1J0WYC6OENNFI," A miracle",Helena Cohee,https://www.amazon.com/gp/profile/amzn1.account.AG5YEUTG2RL4EAEO5MJSOIIGX4GA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 16, 2018","I can not say enough about how amazing this product is! My baby, out of nowhere, started breaking out on her face. At first it was the normal baby pimples but then it got more severe! We tried everything and nothing worked...until I found this. Her face cleared up in two days. She’s not out of the woods yet but she is doing sooooo much better. Love love love this",true,false,,
R1WQAOE9DQL7KS," AMAZING PRODUCT",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AE55ELM5PZ6YGBBMY6LPWTSUAATA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 16, 2019","My four month old baby had a horrible rash all over her stomach. I took her to the pediatrician who was convinced it was eczema and suggested we see a pediatric dermatologist. I immediately went online and researched topics ointments before heading to another dr. I found this product and within 2 days of using it on my daughter, her rash began to clear up!! Thank you for making such a wonderful ointment. Highly recommend this!!!",true,false,,
R11IRC9EF3E0TA," Great for eczema but hard to get out of container",Lindsey,https://www.amazon.com/gp/profile/amzn1.account.AH4PNQ7VGKF3535QNPWN6ONETM3A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"June 11, 2018","This product did a great job at healing my babies eczema. I gave it four stars because it is difficult to get out of the container. I had to really dig into it to get it out do to how thick it was. Also, because of how thick it was it was difficult to feel how much was enough when applying. A little really does go a long way with this stuff. It is also pretty expensive for such a small amount. I've been using coconut baby for a while instead and it works really great and is a bit cheaper.",true,false,,
RGGGJNITEE95P," Amazing improvement after one use!",789A,https://www.amazon.com/gp/profile/amzn1.account.AF4B27627QBVJVRLVMDKHHRS3UOA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"April 26, 2017","I used this overnight on my 5 month old's head, and in the morning, saw a big improvement in the severe eczema on her scalp. It looked moisturized, and less red. I have continued using it for 4 days now, and use it all over her body. While it doesn't seem to help with itchiness, necessarily, it really helps moisturize and works great overnight because it stays on. Has a mild, pleasant scent. HIGHLY recommend for cradle cap and eczema. I was desperate and this is the only thing that has worked!",true,false,,
R1V2BPBJ2B54I5," Check with doctor first",Matthew S. Harris,https://www.amazon.com/gp/profile/amzn1.account.AETKBJ3OIJWR7BRHF3RQGCSICXOQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2,"November 24, 2017",I put this on my 6 month old hoping it would work since the reviews were high. It may work for many people with their babies but it didn't work on my daughter's sensitive skin. It actually burned her. I went to the doctor and he told me that it may have burned her sure to all the essential oils in this product. My advice is check with your doctor first.,true,false,,
R1NZFVQCL25YI2," Magic ointment",Inna Shumska,https://www.amazon.com/gp/profile/amzn1.account.AE6E3HSXATAT7SJRGSREO7DVRLKQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"November 25, 2020","I rarely write reviews but this cream does magic! My baby had really bad rash on her face, that started in about 2 weeks after she was born. The doctor said it will go away in couple months on its own, but I wanted to help my baby. After doing some research, I found this ointment. It took about three time to see a difference. I still use it also for my son's eczema. I smells like cocoa which I don't mind. I would definitely buy it again.",true,false,,
