review ID,review name,reviewer's name,reviewer's profile,review rating,review date,review text,verified purchase,vine customer review of free product,images,image 1,image 2
R16F5BZ81EPQGY," Didn't work but it's thick",Kayte,https://www.amazon.com/gp/profile/amzn1.account.AFULAZI5S3YNGGEGNZRX6224EQEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"April 2, 2019","So its definitely thicker than other lotions, it didn't really irritate my daughters skin but it didn't really help it either. I won't buy again simply because it didn't work for her.",true,false,,,
R2HZO7DRC9M4J7," Eczema be-gone!",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AFWM4IKSTEGH2OVX3IP2GDHLNFKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"February 11, 2021","My son has eczema outbreaks and this moisturizing cream is gentle on his baby skin and so effective. Due to his sensitivity to certain lotions, I appreciate that this one doesn’t have any scent to it! Would definitely recommend for any parents or caretakers that have a child with eczema prone skin.",true,false,,,
RQXB06LNEGIVX," Not greasy, love how it moisturizes my dry skin!",Alicia,https://www.amazon.com/gp/profile/amzn1.account.AF6EHKL3WSDHSOKT7E5EP25DIVWQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"December 8, 2020",The best moisturizer and not greasy at all!,true,false,,,
R3DG7P9LA0ASDO," Highly recommended for adults, too!",Marlee Cain,https://www.amazon.com/gp/profile/amzn1.account.AHXFIHOV6H7IEBV22WPAXV6MKG7Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"August 10, 2020",AMAZING! I have bad eczema flare-ups on my knuckles and fingers; this stuff is incredible! It relieves the pain and and quickly moisturizes :),true,false,,,
R1GDU5F81B9GMX," Worked very well.",A.Horton,https://www.amazon.com/gp/profile/amzn1.account.AFKJ53OSCM42S5544TKLCOEMQPFA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"November 3, 2020",It worked for the purpose it was bought,true,false,,,
R3C8AF8YQO038X," No Safety Seal (updated)",Heidi S.,https://www.amazon.com/gp/profile/amzn1.account.AGC4H6D53KWBTWCYMU7T6RN5V7HA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 14, 2019","No safety seal (updated review)

Purchased another bottle from Target - also had no safety seal. They don’t have safety seals which is weird, but it is what it is. The product started working on the first day and I can’t say enough good things this far.",true,false,,,
R36ACQ20N6DXPA," Works for baby eczema",Tina2,https://www.amazon.com/gp/profile/amzn1.account.AFIKIA2D44FOPZEQABWHZHMPRIJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"July 8, 2020","My baby has eczema and it makes him itchy and uncomfortable. We bathe him every day with aveeno soothing bath treatment oatmeL powder and apply this cream 2-3 times a day. After a couple weeks, we see improvement to his dry skin and he is not scratching as much.",true,false,,,
R3QDIVZTOHU6JJ," Best cream for babies cream.",Carlos P.,https://www.amazon.com/gp/profile/amzn1.account.AFMP57IRX566AQLFU2JT5MAWTVYQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 23, 2021",Our go to cream for the baby’s face,true,false,,,
R1KAFLHDC6ZLLJ," Just what the derm ordered",Nicole,https://www.amazon.com/gp/profile/amzn1.account.AHYZGHF4D2YQZDS7RV7ICSZ6ULPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"February 5, 2019",This works great to help heel my skin for eczema breakouts. It stays on a long time and isn’t greasy.,true,false,,,
R260FHWKKMGOF5," Gave daughter rash",Sloth Mama,https://www.amazon.com/gp/profile/amzn1.account.AEBD3UEKQLLIHV75O2XSP2JSENQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,3,"October 19, 2020",It gave my daughter rash so we stopped using it. Not sure if it is just bad luck,true,false,,,
R6P5J9P8PT2EK," Not worth your time",Colin Ross,https://www.amazon.com/gp/profile/amzn1.account.AFBFOTYNR3J4SXH3W35XMHWZZ5TA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"April 11, 2019",Awful. Caused my son to breakout everywhere (large hives) and rash did not go away for 6 days.,true,false,,,
R1O5ZSCMBX6WH8," Great !!!",S R Rijal,https://www.amazon.com/gp/profile/amzn1.account.AGTCQBXLHUSYYKF4ZXAN7JN4VTJQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 21, 2019",Great Product Fast Delivery !!!,true,false,,,
R3U23ES6038PQM," Love!",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AH5TNOPP2DRI6GC4VBRS7YVH3MAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 24, 2018",I have a little one under 2 that occasionally gets mild to moderate eczema. I use to combine pure shea butter and lanolin cream for her. This past winter I switched to this and I couldn’t be happier! It’s very thick and rubs in well. We use it after every bath.,true,false,,,
R1KL58X0I5DVTQ," Our doctor told us to buy an eczema cream rather than a lotion and recommended this and I'm glad I tried it",Gamble,https://www.amazon.com/gp/profile/amzn1.account.AGWYHRVKUH6KV7CMZFAJMGPHIWIA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 12, 2018",My baby has extremely dry skin on his face and head and I put this on him and in one use it was drastically improved. After about 3 uses his skin was not flaky at all. Our doctor told us to buy an eczema cream rather than a lotion and recommended this and I'm glad I tried it!,true,false,,,
R2CBY473G9GGUS," Not just for babies",AMW,https://www.amazon.com/gp/profile/amzn1.account.AHHSBRDCTBCTAUCUOPMNFOWD62DA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"November 4, 2017","Works just as well if not better and FASTER than prescription creams we have used on my teenager's eczema. Says for babies, but it's great for any age.",true,false,,,
R1KR6OGNSF4QYI," Nothing else works!!!",Karinn Gartmann,https://www.amazon.com/gp/profile/amzn1.account.AHL3AJ5G4W42EC2XLO7C747CTOBA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 4, 2020","My son has terrible eczema on his feet, thighs, and knees. We tried so many products and I figured I would give this one a shot for less than $8. It cleared up his eczema flare up in ONE NIGHT!!!!",true,false,,,
R2INRXVLVV67N2," doesn't work",Cosplay Life,https://www.amazon.com/gp/profile/amzn1.account.AHD3FPNOLVM2XVL2Y3NHVAEJ6POQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,3,"April 18, 2020",Its nice but it doesn't help with my son's eczema,true,false,,,
R35JUBX5YTEEIG," Great for DRY skin",Jenelle,https://www.amazon.com/gp/profile/amzn1.account.AEE4SMJTKRCDPMGRG6UJYV2ILURA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"November 7, 2016","My baby has had really dry skin since she was a newborn. The ""add-on"" price is unbeatable and the product really works. I don't know if maybe she just grew out of her dry skin (is that possible?) or if this lotion cleared it up, but we don't have patchy red spots anymore!",true,false,,,
R2FW46D0IJQ54," Great relief",Chowda,https://www.amazon.com/gp/profile/amzn1.account.AHZF7QM4QA7LHK3456M3F365HKOQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 7, 2020",Helps out my babies rashes,true,false,,,
R1EW0EPYOSTNJ," Good for baby",KK,https://www.amazon.com/gp/profile/amzn1.account.AGTEF6NV4VVSROVRGN4CJMVIXZQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 24, 2020","It’s good for baby dry skin. And it’s light, I love it.",true,false,,,
R3RXSEOH2GWTTK," Best",NM,https://www.amazon.com/gp/profile/amzn1.account.AFUVTGVM3V6WHXLR53OHMB6ZQFKQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"September 24, 2020",Best for My baby’s eczema,true,false,,,
R14K9KMX4M1PYI," Works",Dan F.,https://www.amazon.com/gp/profile/amzn1.account.AHOSL2UI2GPA6VEIOJWXYYNGOE4A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 21, 2020","The only thing that works for my sons dry skin. It was very bumpy and rough before using this. I was using Avedon lotion before, then tried AD ointment then there was a really bad red patch so we went to see the doctor and he recommended this. I will be buying lots.",true,false,,,
R22IW7H05AOFXA," Perfect for baby skin issues!",Brittany,https://www.amazon.com/gp/profile/amzn1.account.AFJBQVCLBBFH5FNKEH62FM24HZRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 27, 2019",Perfect for baby skin issues! Our pediatrician recommended it to us when little one was having eczema and possibly baby acne on her face. It cleared it right up! I now use it anytime she has any dryness or irritation.,true,false,,,
RO5FD6UAYOMB6," Tried this on myself first!",Justin Wilburn,https://www.amazon.com/gp/profile/amzn1.account.AH6Z7C3RHCNAJRSIWLQB6N7KEHAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"May 21, 2019","I used this on myself before I used in my 5 month old. I have sensitive skin on my face, especially after washing it. This BURNED my face the sensation I had was horrible. I refuse to put this on my baby. It may moisturize but it burns. Not putting my sweet baby though hell ""sorry not sorry""",true,false,,,
R3ORFXR7GWR986," Love this product!",laylabear,https://www.amazon.com/gp/profile/amzn1.account.AHHCWJTEFGJK7ROAB5A22DB6JRCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 30, 2019",No oily residue! Decent smell! Works better as diaper cream than most diaper cream. Live by it for my babies!,true,false,,,
R3NFAOGSJBJPU0," Great product",rolando,https://www.amazon.com/gp/profile/amzn1.account.AE2VCRWNZQ4MIUZ2LZJ6XG5NZOJQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"April 12, 2019",Great product. I use it for my son with eczema n it really helps a lot.. definitely recommend this one over the aquaphor brand.,true,false,,,
R3D2HDN2R713Y4," Amazing.",Richard grudzinski,https://www.amazon.com/gp/profile/amzn1.account.AGWSNAGD2P22FFOMWX677UZEIB4A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"April 2, 2020",Love this for my son's skin! Absolutely the best 👍 will be re ordering,true,false,,,
R37CX4R76BJ7HN," Try it, you may like it",Teka Thompson,https://www.amazon.com/gp/profile/amzn1.account.AGF7NIJTTKQFHWJIKAEQ4635BSLQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,3,"March 19, 2020","I’m allergic to Shea butter and other proclaimed moisturizing elements, so my child may be as well. It burned/dried up my daughters skin. Pay attention and make sure it works for you. We may just be a special case.",true,false,,,
RADL457ASRN11," Works great for toddler with eczema and dry skin",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AFTTDZP4QGGDPLYM3EM3IKYNVUEA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 31, 2018",Works great for toddler with eczema and dry skin. Clears up skin quickly and doesn’t irritate his sensitive skin the way prescription creams do.,true,false,,,
R8JYJ7GY6G1HJ," Definitely a must buy!",Sierra Kocher,https://www.amazon.com/gp/profile/amzn1.account.AHLFBHOSMAK56Y3GCPIT7O6TIQFA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 28, 2020",I cannot reccomend this enough. I've used it for 2 of my children and will be using it again for my third. They both had eczema on their cheeks as a newborn and this helped to clear it right up fast!,true,false,,,
R20GNQC1BIAOHS," Great!",TNM86,https://www.amazon.com/gp/profile/amzn1.account.AGIWOOFTEAZ6VXMOTN2PSR3WG3MA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 5, 2020",Great for sensitive baby skin!,true,false,,,
RFOW66R9YZRYK," Highly recommended",Sercan Sedef Tonbul,https://www.amazon.com/gp/profile/amzn1.account.AHAKVGUS3X23D4NME3A4T6X3JIMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"February 2, 2021",Highly recommended,true,false,,,
RBYI9EOOWFB5W," Ber skin look a lot better",Iesha,https://www.amazon.com/gp/profile/amzn1.account.AEO4Q7RW3BSEBWVYBVNZDKWZUO7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"November 30, 2020",Works great for sensitive,true,false,,,
R2L5Q0VGVH8FYP," Great for baby and me",The Lyles,https://www.amazon.com/gp/profile/amzn1.account.AG6HXXGAFEEWTOJR4UFJYKHWNAKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"February 2, 2019",Bought this for the baby and it cleared him right up and now i'm using it for my face which gets spots (maybe eczema) during the winter and it's amazing. Really is the only thing strong enough and doesn't make me break out.,true,false,,,
R2WYYYO9S34X3I," Best eczema cream for babies!",Nikki,https://www.amazon.com/gp/profile/amzn1.account.AG5GEE6L2G3OP52LBQ3V5TRL2YQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"April 16, 2015","My son has eczema on his legs, his lower back and his elbows. After using this for a week his dry spots felt soft. He also has very sensitive skin and had no reaction to this cream. The other thing I like is that it did not leave a greasy feeling after application. I highly recommend this cream!",true,false,,,
R9QVX4TQBH25G," Effective!",Muugii,https://www.amazon.com/gp/profile/amzn1.account.AFV2IOAJZM76BGXAZDQEJ3CPLF5Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"April 11, 2020","Life saver. Our LO has eczema and we’ve tried most of the other brands’ lotions/creams to treat it but none of them worked magic like this one. Cetaphil, Aveeno, and Aquaphor you name it. We also use the body wash of the same brand and that seems to be a good combo.",true,false,,,
R7EW7SD2P3XEI," Works",jennifer veech,https://www.amazon.com/gp/profile/amzn1.account.AFEKKBEURFDU6VOHWZEFLJM64GNQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 20, 2020","I used so many types of baby lotions and this was the only one that worked on my daughters eczema. I use it too, worth every penny!!",true,false,,,
R7OD8IIE4M0TM," Only used once",Madison Story,https://www.amazon.com/gp/profile/amzn1.account.AEC5SJQFPWZGEMBCMPNWT6FQGSIQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"December 2, 2019",My little one had her first flare up behind her knees. I used it one time and by the next night I couldn’t even tell.,true,false,,,
R3GSDQ9FCXG8ST," Eczema relief for babies and toddlers!",pittsburghmommy724,https://www.amazon.com/gp/profile/amzn1.account.AGXIOT4VRJR72VYXAGW2HPWO3VDQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 21, 2018",The best eczema lotion for babies/toddlers! Use it nightly for my 2 1/2 year old and it is the only thing that relieves the itching from eczema.,true,false,,,
R39VMPJ79F3YE7," Great product",PrimeTime,https://www.amazon.com/gp/profile/amzn1.account.AFUAQT3TEBDJM7OYUB3RMX4QCCOA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"February 15, 2020",Works great cleared up the issue my baby was having right away. Works within hours .,true,false,,,
R16ZIESLQZOF88," Shadey pricing!",Michelle Dmochowski,https://www.amazon.com/gp/profile/amzn1.account.AGWRTLQ2YYYPEDEMNUQPXQWZXXNA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"February 8, 2021",Shadey pricing it’s only a 2 oz bottle. You can get the 5 oz for the same price!,true,false,,,
R172MZLE49NY2L," Great for eczema",Ellen,https://www.amazon.com/gp/profile/amzn1.account.AGI64P2UJACTJACLGR4P7H3FWDBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 19, 2019",I love this product and buy multiple tubes of it monthly. I use it for my daughter that has eczema and it’s the only thing other than prescription steroid creme that keeps it under control. I even have it on my amazon subscriptions!,true,false,,,
R1H65314SURWI," Didn’t work for baby eczema",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AGK5MZ5QBYBDP7D3YFN6PV4VAJGQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2,"July 9, 2019","Unfortunately this did not help my baby’s eczema. Been using every day for over a week and there has been no improvement. In fact, it’s gotten worse. But I don’t blame this cream for making it worse, but certainly didn’t help it.",true,false,,,
R1KM6QLIUHTZB5," Very pleased, will continue to use",Jessie Ten Eyck,https://www.amazon.com/gp/profile/amzn1.account.AFKV6GGJ6LUGOWKZDADJIIBMP22Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 14, 2018","Tried quiet a few different lotions for my sons eczema on his cheeks, this worked almost within 24 hours, he still has some on the back of his arms, but the dryness on his face is completely gone. Very pleased, will continue to use.",true,false,,,
R1CKSWPX5Z7V68," One of the best creams I've found for hands",E H,https://www.amazon.com/gp/profile/amzn1.account.AENOJB3IXQPJOHV7AA3BWZJH36WA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 28, 2018",I have sensitive skin and This stuff is THE BEST for crazy hand washers like me. Not what its intended for but works better than more expensive hand creams and no real scent. Definitely recommend on subscribe & save!!,true,false,,,
R2ULRF13E3BSK0," 👍",Laura,https://www.amazon.com/gp/profile/amzn1.account.AE2JUZSFPCLSPEJAMMP6NJI7GVSQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"February 14, 2020",Buen producto funciona bien,true,false,,,
R4YFBTBIM3P0O," thanks",david,https://www.amazon.com/gp/profile/amzn1.account.AF65DWVWSR4VIA4I7LZZUNL7TDIA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"August 17, 2020",I like,true,false,,,
R9OK75O1GX4LP," This is my favorite eczema lotion",Cnic621,https://www.amazon.com/gp/profile/amzn1.account.AGUPAPLXUKTQWQMMC4UCRQCVK4CQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"February 15, 2018","This is my favorite eczema lotion. My toddler actually asks for it when she gets itchy and it soothes her immediately! Thankfully she doesn’t have terrible eczema, but when she does have a flare up, this lotion clears her up by that night!",true,false,,,
R36KGVJUJRBTEW," Reliable and effective Eczema lotion!",Jelina Masayuki,https://www.amazon.com/gp/profile/amzn1.account.AGYDAXOY7RR2BPJKCCO7MXOULM5Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"September 3, 2019",My son has very sensitive Eczema and this really helped him with his patches of rough itchy skin! It really helped calm the inflammation! Will buy this again!,true,false,,,
RVSSV7T72ADTM," Three Stars",Raquel,https://www.amazon.com/gp/profile/amzn1.account.AHAHNT7M542RGIXMM23QPONVD5KQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,3,"March 21, 2018",My baby has eczema and it helped a little bit but didn't clear it completely.,true,false,,,
R3OIDX196M5NG4," Great moisturizer",Erin,https://www.amazon.com/gp/profile/amzn1.account.AFUQH2L7HX5DRGOJ3GF7WEHT3S4Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"April 15, 2020",My son has very dry cheeks (red and cracked). This helped clear that up within just one day.,true,false,,,
R13V5MAELUDAJX," No seal on the tube?",Jenny,https://www.amazon.com/gp/profile/amzn1.account.AFQYNTPUSXB4KCWGWREOODV5WRLA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2,"December 18, 2020",I recently ordered the eczema relief body creme and it did not have any outer seal or inner seal on the bottle. I would feel more comfortable if there was some kind of seal on the creme tube to avoid any tamperings because I would be using it on a baby.,true,false,,,
R1FW5NH2NBPRHT," Actually works like it says!!!",Erika Molina-Lopez,https://www.amazon.com/gp/profile/amzn1.account.AG2HJ5KFV5FWDYCWDLS573E3JM3Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"November 25, 2019",Does the job great!!! No sent!!!!,true,false,,,
R1A7YKUWP6A7ES," Yayuh",P corps,https://www.amazon.com/gp/profile/amzn1.account.AGQSYU3T7PAJQKRXVNHK3PBPTZ4A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 18, 2020",Delicious,true,false,,,
R12SXGB5O5IKTT," Works",George S.,https://www.amazon.com/gp/profile/amzn1.account.AEIELI7CD4IMSGEZ3ANK5FCTZKGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 31, 2021",This product is the best I've used on my son and actually works!,true,false,,,
R2971Z5I7QBEIY," Amazing for Babies!",Busy Mommy,https://www.amazon.com/gp/profile/amzn1.account.AEBLTWWGRLGFWJAMPRCGUFE7DEBA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 10, 2018","Love love love this stuff. My newborn daughter has layers of afterbirth and baby eczema on her cheeks. It helped the layers shed and left her skin super soft. It even helped with my two year old's skin discoloration, perhaps the vitamin E?",true,false,,,
RPDSJ188MN3V8," Works quick",Esteban,https://www.amazon.com/gp/profile/amzn1.account.AHHRJR4AHRR76U2RTNKOIIYOOAHA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 8, 2020",Saw improvement within 25/48 hours after 2 applications . Used on my 7.5m old son.,true,false,,,
R1JOTO4WVM5HC3," Works Perfectly",Janet,https://www.amazon.com/gp/profile/amzn1.account.AF42K75NBEQ5OJBRUE6BPYTSBYXA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 14, 2020",I was trying Aveeno eczema baby cream and it didnt seem to work. His ecemza was still reddish and he was scratching a lot. I then tried this cream and it has worked wonders in one day. I highly recommend using this cream.,true,false,,,
R246A700ZKQFWV," works great for us!",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AGCA2EGA3FTT3XF43HYX5LNNIV5A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"June 3, 2020",Works great and no scent!,true,false,,,
R35N6XFG08F0D1," My favorite for eczema",Ellen,https://www.amazon.com/gp/profile/amzn1.account.AFV5YVCYYSTY5SCVQQWPYAM3Q3WA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"September 16, 2019","I've used many different brands for my eczema, and by far this is my favorite. I know its for babies, but I use it for myself (adult - if its good enough for babies then its good enough for me!). It has no scent, absorbs quickly, & calms my skin.",true,false,,,
R188DCMYSAQYRG," Best product for eczema!",AshleyW,https://www.amazon.com/gp/profile/amzn1.account.AFOINF3J37KFL75GYFHLKTYBSZLQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"February 20, 2020","I bought this for my baby, who had eczema on his arms, legs and face. This product moisturizes so well!",true,false,,,
RD58HLZ82KGIN," He best baby lotion!!",Brandi Carlson,https://www.amazon.com/gp/profile/amzn1.account.AGC3FAQB57RVZZGF7NPTZ7AAWFBA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"February 8, 2019",This is like heaven for babies with sensitive skin. It’s very hydrating and absorbs quickly. Definitely my go to!!,true,false,,,
R386Z310XLZO6X," Helpful for Eczema",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AEBWZ6LG6LCSBOEFVVJMXN75KEDQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"November 4, 2020",This is my husband’s top pick for eczema relief/moisturizing. Highly recommend!,true,false,,,
R2NOSZJ9ZESD6U," Something that finally works.",KDCraft,https://www.amazon.com/gp/profile/amzn1.account.AHKVWAWODFSZDNQZ4Z76YGFWB7OQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 17, 2019",Purchased for my son who suffers from allergies and eczema around his eyes. It really is amazing. Works way beyter than the prescription lotion we were using before.,true,false,,,
R2GY7FDOE7P7JE," Best lotion for dry skin!",Doug,https://www.amazon.com/gp/profile/amzn1.account.AFURXE4CUCPFTKMZXGTXLNDI4WWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"September 2, 2019",My doc gave us a few different lotion samples to help my daughters (4 months old) dry flaky cheeks.. this was the only one that worked! Looks better after hours of application and no more dry patches since using! Will buy again! :),true,false,,,
R2SKO3D45UZ73O," It works",hazil,https://www.amazon.com/gp/profile/amzn1.account.AGTEQ53N4ASW7NEK64KQWNEYXQ7Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 26, 2020",Finally I found the right cream worked for my son's eczema skin!!,true,false,,,
R3SBAQTRW91LQX," Awesome",💙Daniel & Brittany💜,https://www.amazon.com/gp/profile/amzn1.account.AHSGFW7WAPMDH4HU2ZDOAEAZPBCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"April 28, 2020",Awesome,true,false,,,
R3KBXIO3C9KAC," Great for baby's skin",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AFQAMAC47HIBKNJE77VCEQ5PCX7Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 7, 2018",Great for baby's eczema. Makes skin nice and smoothe during the winter months. I prefer this over Baby Aveeno and Johnson and Johnson products.,true,false,,,
R2E665FR7LOI6L," Not for my son..",roydar23,https://www.amazon.com/gp/profile/amzn1.account.AEXYQUFS2MDXTBJ3U6TSUSKC7GCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"May 26, 2017","I love eucerin product's for me unfortunately this didn't work for my son. It didn't provide the moisture that my son needs for his eczema prone skin. In fact, babo botanical moisturizes dry skin better.",true,false,,,
R1XQKFX5AOLA0," great in winter",Zak,https://www.amazon.com/gp/profile/amzn1.account.AG3AFUAQXOWSGCI7G5TOCLX3SOCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"June 16, 2018",Good lotion,true,false,,,
R2M8TL5T42S365," Highly recommend",Maranda,https://www.amazon.com/gp/profile/amzn1.account.AG4UHQLGYLVP4NW5GNEW7TZ3V6AA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"July 12, 2020",highly recommend for babies/infant that has baby acne and excema. Worked in a day or two and I use it daily as needed and clears right up!,true,false,,,
R2MU6M1V2X5HRZ," Good",Saisha Martin,https://www.amazon.com/gp/profile/amzn1.account.AE2BSQ4EG4Z6RHGROCIJ3YOVS4XA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,3,"March 12, 2020",I believe this was too strong for my 6year old,true,false,,,
R2E1EEU23BKQ8U," very nice",A Shah,https://www.amazon.com/gp/profile/amzn1.account.AGEQXWHJQEXQNAEQ425SBFWYDARA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 27, 2020",good product and works well.,true,false,,,
R3NNHHBLW6IISD," Sensitive baby skin",Gi won kang,https://www.amazon.com/gp/profile/amzn1.account.AFZAEUWZLQSJHCCI4DBFR3BRCRBA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"July 1, 2018",Rashes all gone after applying it for several times,true,false,,,
R19YVLXAPDZ67A," Esto desilusionada",Moe Rodriguez,https://www.amazon.com/gp/profile/amzn1.account.AFRNAAPP54BAB7XEJBHY7XV3PZCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 31, 2021",El producto es bueno lo e probado barias veces con mis bebes pero el q pedí por amazon llego roto 😠 es una falta de respeto,true,false,"https://images-na.ssl-images-amazon.com/images/I/B1N-lVfo-PS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1fwM5KDLXS.jpg",https://images-na.ssl-images-amazon.com/images/I/B1N-lVfo-PS.jpg,https://images-na.ssl-images-amazon.com/images/I/C1fwM5KDLXS.jpg
RLKPCQCGIR316," Great baby moisturizer",Zachary W. Miller,https://www.amazon.com/gp/profile/amzn1.account.AGBQBVWYBATOEYOGZDXPR7UWEB6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"December 23, 2019",Good for allergy prone skin,true,false,,,
R1SXA499H7619T," Great for clearing baby's eczema",jee s.,https://www.amazon.com/gp/profile/amzn1.account.AHYNBZ4XY2UAWLXCAMB7NVEBHEUQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"November 13, 2020",Purchased it after pediatrician told me about it for my baby's mild eczema on her face. Less than a week it helped to soothe and clear it away Still apply as daily moisturizer. Highly recommend it!,true,false,,,
R20VT1MJ8Y6LNS," Good",Judi,https://www.amazon.com/gp/profile/amzn1.account.AEZPXHJZ7LJFRU4A5MFWRKHRI3OA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"July 6, 2020",Good,true,false,,,
R3KBHKYRAIN3JI," Best Eczema cream",Kelly Woodward,https://www.amazon.com/gp/profile/amzn1.account.AFPVEEWNOHMUNP6QYW277JJFG6TA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 27, 2021",This is our go to cream for our daughter's eczema. It has reduced the redness and itching and is easy to apply.,true,false,,,
